City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
379,Biak,-0.9131,122.8766,74.91,81,68,6.33,broken clouds
380,Maseru,-29.3167,27.4833,50.76,28,0,22.97,clear sky
381,Kasane,-17.8167,25.15,80.69,6,0,10.36,clear sky
382,Wellington,-41.2866,174.7756,56.86,93,20,20.71,light rain
383,Casablanca,33.5928,-7.6192,102.42,38,0,6.91,clear sky
384,Santa Maria,-29.6842,-53.8069,51.1,62,0,8.05,clear sky
385,Hervey Bay,-25.2986,152.8535,59.4,82,5,7.67,clear sky
386,Omsukchan,62.5333,155.8,45.59,98,99,6.31,overcast clouds
387,Troitsko-Pechorsk,62.7084,56.1964,77.23,51,2,3.29,clear sky
388,Lorengau,-2.0226,147.2712,79.5,80,8,4.41,light rain
389,Gunjur,13.2019,-16.7339,78.58,87,100,19.08,light rain
390,Pudozh,61.8099,36.5345,78.48,31,30,6.69,scattered clouds
391,Tornio,65.8481,24.1466,78.82,74,100,11.23,overcast clouds
392,Hammerfest,70.6634,23.6821,73.85,60,40,5.75,scattered clouds
393,Rocha,-34.4833,-54.3333,54.75,47,2,8.61,clear sky
394,Parati,-23.2178,-44.7131,60.17,91,100,0.74,overcast clouds
395,Ulladulla,-35.35,150.4667,47.77,68,61,12.5,broken clouds
396,Niono,14.2526,-5.993,88.45,48,79,12.06,broken clouds
397,Kargil,34.5667,76.1,67.53,33,36,10.47,scattered clouds
398,Chesterville,44.5512,-70.0862,82.18,63,0,1.99,clear sky
399,Port Hawkesbury,45.6169,-61.3485,76.17,82,75,14.97,broken clouds
400,Porto Novo,6.4965,2.6036,82.22,66,100,12.44,overcast clouds
401,Cabo San Lucas,22.8909,-109.9124,83.52,74,98,5.99,overcast clouds
402,Osoyoos,49.0331,-119.4524,66.61,82,100,2.3,overcast clouds
403,Petropavl,54.8753,69.1628,57.0,87,100,5.53,overcast clouds
404,Brae,60.3964,-1.353,56.41,75,28,20.54,scattered clouds
405,Barra Do Garcas,-15.89,-52.2567,79.38,41,0,6.91,clear sky
406,Batagay-Alyta,67.8006,130.4114,45.66,94,100,4.52,light rain
407,Benguela,-12.5763,13.4055,74.46,69,3,9.55,clear sky
408,Alice Springs,-23.7,133.8833,44.15,57,0,0.0,clear sky
409,Soyo,-6.1349,12.3689,74.93,68,5,10.83,clear sky
410,Ondjiva,-17.0667,15.7333,81.37,7,1,10.16,clear sky
411,Smolenka,52.1352,113.4974,48.27,76,97,4.47,overcast clouds
412,Ambon,-3.6954,128.1814,77.14,88,75,8.05,broken clouds
413,Maldonado,-34.6667,-54.9167,58.39,46,1,9.93,clear sky
414,Saint-Pierre,-21.3393,55.4781,73.08,60,0,5.75,clear sky
415,Shingu,33.7333,135.9833,79.86,89,100,2.95,overcast clouds
416,Taoudenni,22.6783,-3.9836,114.21,10,7,10.45,clear sky
417,Saurimo,-9.6608,20.3916,92.68,10,6,5.32,clear sky
418,Saint Anthony,45.0205,-93.218,67.66,92,100,10.36,overcast clouds
419,Mayo,38.8876,-76.5119,84.36,70,0,4.61,clear sky
420,Zhangjiakou,40.81,114.8794,69.19,68,69,4.94,broken clouds
421,Maceio,-9.6658,-35.7353,76.44,88,75,4.61,broken clouds
422,Kencong,-8.2833,113.3667,73.74,82,100,4.47,overcast clouds
423,El Cobre,20.0489,-75.9469,87.24,62,40,3.44,scattered clouds
424,Potam,27.6,-110.3833,79.41,84,57,12.12,broken clouds
425,Helong,42.5397,128.9972,55.74,95,0,5.01,clear sky
426,Mercedes,-34.6515,-59.4307,57.94,33,0,13.02,clear sky
427,Beberibe,-4.1797,-38.1306,85.46,42,48,12.33,scattered clouds
428,Slantsy,59.1182,28.0914,81.63,38,2,10.47,clear sky
429,Adrar,20.5022,-10.0711,99.5,27,9,5.03,clear sky
430,Brownfield,33.1812,-102.2744,75.94,72,100,9.64,overcast clouds
431,Kargopol,61.5071,38.9456,75.49,37,4,5.66,clear sky
432,Belaya Gora,68.5333,146.4167,58.71,73,91,5.26,overcast clouds
433,Yima,34.7381,111.8839,79.21,62,94,16.96,overcast clouds
434,Les Cayes,18.2,-73.75,86.0,64,10,3.69,clear sky
435,Nyurba,63.2842,118.3319,45.77,81,100,3.27,overcast clouds
436,Nacala,-14.5428,40.6728,79.92,74,40,14.97,scattered clouds
437,San Vicente,-26.6167,-54.1333,60.76,35,0,1.77,clear sky
438,Sfantu Gheorghe,45.8667,25.7833,87.85,46,17,7.25,few clouds
439,Port Moresby,-9.4431,147.1797,71.02,83,40,3.44,scattered clouds
440,Pochutla,15.7432,-96.4661,79.83,57,45,1.48,scattered clouds
441,Tigil,57.8,158.6667,53.82,96,100,5.19,overcast clouds
442,Uddevalla,58.3478,11.9424,69.33,68,83,10.0,broken clouds
443,Ponta Delgada,37.7333,-25.6667,74.12,68,75,10.36,broken clouds
444,Sakakah,29.9697,40.2064,103.57,12,0,14.54,clear sky
445,Non Thai,15.1981,102.0358,79.38,94,100,6.04,overcast clouds
446,Kitimat,54.0524,-128.6534,57.58,86,1,0.6,clear sky
447,Naze,28.3667,129.4833,81.52,86,100,14.03,overcast clouds
448,Chicama,-7.8447,-79.1469,57.74,67,61,5.99,broken clouds
449,Homer,59.6425,-151.5483,57.79,79,100,8.99,overcast clouds
450,Kuznechnoye,61.12,29.8686,75.99,52,100,10.85,overcast clouds
451,Sitio Novo Do Tocantins,-5.5183,-47.4611,89.53,51,20,8.05,few clouds
452,Severo-Kurilsk,50.6789,156.125,53.35,98,100,15.32,overcast clouds
453,Chifeng,42.2683,118.9636,69.85,60,73,8.7,broken clouds
454,Wangaratta,-36.3667,146.3333,37.31,93,4,2.93,clear sky
455,Trincomalee,8.5711,81.2335,83.25,71,88,13.78,overcast clouds
456,Fallon,39.4735,-118.7774,73.92,42,0,4.61,clear sky
457,Khandyga,62.6667,135.6,48.45,94,41,2.89,scattered clouds
458,Maniitsoq,65.4167,-52.9,41.07,87,42,12.01,scattered clouds
459,Turan,16.0678,108.2208,78.78,89,40,1.14,scattered clouds
460,Kosh,40.3,44.1558,92.39,19,98,17.6,overcast clouds
461,Vanino,49.0869,140.2543,55.65,83,81,3.69,broken clouds
462,Custodia,-8.0875,-37.6431,83.57,32,6,16.73,clear sky
463,Sao Paulo De Olivenca,-3.3783,-68.8725,76.57,64,100,5.19,overcast clouds
464,Merauke,-8.4667,140.3333,75.13,79,91,13.44,overcast clouds
465,Digha,21.6833,87.55,82.33,83,100,13.27,overcast clouds
466,Susangerd,31.5608,48.1831,115.02,8,1,11.86,clear sky
467,Portland,45.5234,-122.6762,66.15,85,100,4.61,overcast clouds
468,Treinta Y Tres,-33.2333,-54.3833,55.36,51,3,5.95,clear sky
469,Petukhovo,55.0692,67.9019,56.46,96,100,6.35,light rain
470,Huangchuan,32.1272,115.0394,83.28,80,100,9.1,overcast clouds
471,Tra Vinh,9.9347,106.3453,78.08,85,100,5.14,overcast clouds
472,Pasighat,28.0667,95.3333,80.2,88,43,2.51,scattered clouds
473,Road Town,18.4167,-64.6167,87.89,74,40,12.66,scattered clouds
474,Kaohsiung,22.6163,120.3133,85.03,82,75,5.75,broken clouds
475,Marratxi,39.6421,2.7539,91.22,50,20,13.8,few clouds
476,Tecozautla,20.5333,-99.6333,65.5,68,91,0.92,overcast clouds
477,Tire,38.0888,27.7351,93.94,17,0,11.88,clear sky
478,Bathsheba,13.2167,-59.5167,88.41,70,75,12.66,broken clouds
479,Sechura,-5.5569,-80.8222,68.52,67,92,7.56,overcast clouds
480,Takoradi,4.8845,-1.7554,79.3,69,100,10.87,overcast clouds
481,Armizonskoye,55.9461,67.6736,59.5,96,100,6.49,light rain
482,Pingyin,36.2831,116.4453,72.25,71,36,5.23,scattered clouds
483,Henties Bay,-22.116,14.2845,62.29,58,76,17.54,broken clouds
484,Kek,48.1167,21.8833,96.03,24,60,4.92,heavy intensity rain
485,Lokosovo,61.1333,74.8167,47.77,82,42,4.0,scattered clouds
486,Lano,10.1725,11.4715,83.86,62,93,11.54,overcast clouds
487,Whittlesea,-32.1759,26.8244,41.43,81,92,18.1,overcast clouds
488,Huarmey,-10.0681,-78.1522,65.93,73,62,6.82,broken clouds
489,Stephenville,32.2207,-98.2023,80.17,82,100,8.05,overcast clouds
490,Goiatuba,-18.0125,-49.3547,81.84,30,0,17.05,clear sky
491,Tapah,4.2004,101.2598,76.95,96,100,3.31,moderate rain
492,Manteca,37.7974,-121.216,68.02,77,0,3.44,clear sky
493,Gamba,-2.65,10.0,75.72,72,58,7.38,broken clouds
494,Srednekolymsk,67.45,153.6833,56.8,73,24,9.26,few clouds
495,Thinadhoo,0.5333,72.9333,81.73,75,100,5.59,overcast clouds
496,Rabo De Peixe,37.8,-25.5833,72.91,68,75,10.36,broken clouds
497,Parkes,-33.1333,148.1833,46.35,88,96,1.43,overcast clouds
498,Akdepe,42.0551,59.3788,82.49,12,0,17.58,clear sky
499,Seoul,37.5683,126.9778,79.99,92,0,2.3,clear sky
500,Chinchani,19.8667,72.7,81.21,81,100,13.35,overcast clouds
501,Chilca,-12.5211,-76.7372,61.23,81,95,6.04,overcast clouds
502,Staroaleyskoye,51.0061,82.0,50.45,80,79,6.62,broken clouds
503,Namibe,-15.1961,12.1522,67.8,70,3,12.91,clear sky
504,Lakes Entrance,-37.8811,147.981,41.16,71,97,4.61,overcast clouds
505,Fairview,40.8126,-73.999,86.25,58,0,3.44,clear sky
506,Elat,29.5581,34.9482,100.26,15,0,13.98,clear sky
507,Roebourne,-20.7833,117.1333,71.69,45,0,8.93,clear sky
508,Labuan,5.2767,115.2417,82.76,88,20,5.99,few clouds
509,Odweyne,9.4092,45.064,87.67,29,99,18.5,overcast clouds
510,Comodoro Rivadavia,-45.8667,-67.5,46.26,76,100,5.75,overcast clouds
511,Hohhot,40.8106,111.6522,71.89,68,0,4.47,clear sky
512,Alta Floresta,-9.8756,-56.0861,76.82,38,0,9.22,clear sky
513,Hanmer Springs,-42.5167,172.8167,47.21,89,81,5.44,light rain
514,Pemberton,50.3164,-122.8027,58.69,81,3,1.57,clear sky
515,Yulara,-25.2406,130.9889,52.02,42,9,9.1,clear sky
516,Bacolod,10.6667,122.95,78.62,85,97,5.46,overcast clouds
517,Monrovia,6.3005,-10.7969,76.77,84,100,10.2,light rain
518,Zlatoust,55.1711,59.6508,63.03,79,87,4.47,overcast clouds
519,Manaure,11.7751,-72.4445,89.01,58,13,12.68,few clouds
520,Swabi,34.1199,72.4699,82.65,77,90,1.92,overcast clouds
521,Puerto Baquerizo Moreno,-0.9,-89.6,67.19,94,75,9.22,broken clouds
522,Bad Doberan,54.1071,11.9005,76.05,68,100,1.01,overcast clouds
523,Barkot,30.8167,78.2,70.32,87,100,2.62,overcast clouds
524,Idaho Falls,43.4666,-112.0341,63.0,79,0,4.61,clear sky
525,Mendi,-6.1761,143.6513,55.17,100,97,1.36,overcast clouds
526,Batsfjord,70.6345,29.7185,71.53,73,20,13.8,few clouds
527,Zhangye,38.9342,100.4517,81.14,32,84,4.52,broken clouds
528,Cerrito,6.8432,-72.694,63.03,62,100,1.3,overcast clouds
529,Opuwo,-18.0607,13.84,77.58,7,2,18.5,clear sky
530,Goderich,43.7501,-81.7165,79.12,57,98,5.75,overcast clouds
531,Ambanja,-13.6833,48.45,80.53,73,14,3.65,few clouds
532,Garden City,42.3256,-83.331,79.99,67,75,8.05,broken clouds
533,Owando,-0.4819,15.8999,82.98,57,96,4.16,light rain
534,High Level,58.5169,-117.136,66.31,52,40,11.5,smoke
535,Pipri,19.8,75.5333,77.58,88,40,5.75,haze
536,Port-Gentil,-0.7193,8.7815,82.36,65,75,16.11,broken clouds
537,Passos,-20.7189,-46.6097,67.35,53,92,12.86,overcast clouds
538,Puerto Escondido,15.85,-97.0667,76.03,78,40,9.22,scattered clouds
539,Kansanshi,-12.0951,26.4273,82.67,14,1,6.31,clear sky
540,Qaqortoq,60.7167,-46.0333,41.67,94,100,11.12,light rain
541,Labuhan,-6.8844,112.2051,78.69,74,100,9.73,overcast clouds
542,Itoman,26.1247,127.6694,84.97,84,40,9.22,scattered clouds
543,Marsh Harbour,26.5412,-77.0636,84.99,73,6,12.26,clear sky
544,Luanda,-8.8368,13.2343,70.9,76,5,13.09,clear sky
545,Inverell,-29.7833,151.1167,45.16,76,1,1.99,clear sky
546,Seymchan,62.8833,152.4333,51.3,84,100,6.71,overcast clouds
547,Phuket,8.0,98.25,86.09,78,20,10.36,light rain
548,Antalaha,-14.9003,50.2788,70.18,83,15,5.66,few clouds
549,Kilrush,52.6397,-9.4833,65.95,74,16,21.21,few clouds
550,Rapid City,44.0805,-103.231,71.85,64,0,5.75,clear sky
551,Milkovo,54.7167,158.6167,53.26,96,100,3.31,light rain
552,Sovetskaya Gavan,48.9723,140.2878,56.98,81,75,5.61,broken clouds
553,Mizan Teferi,6.9833,35.5833,64.85,97,89,1.16,light rain
554,Adolfo Lopez Mateos,28.4667,-107.3,58.93,73,99,2.86,overcast clouds
555,Viedma,-40.8135,-62.9967,61.72,48,100,10.6,overcast clouds
556,Nanortalik,60.1432,-45.2371,42.58,88,100,14.12,light rain
557,Khani,41.9563,42.9566,74.77,55,95,6.06,overcast clouds
558,Hobyo,5.3505,48.5268,78.15,81,85,23.22,overcast clouds
559,Sompeta,18.9333,84.6,82.18,80,100,6.69,overcast clouds
560,Novo Aripuana,-5.1206,-60.3797,89.62,37,62,4.99,broken clouds
561,Faribault,44.295,-93.2688,66.06,83,75,8.05,mist
562,Brownwood,31.7093,-98.9912,79.97,75,100,11.21,overcast clouds
563,Altay,47.8667,88.1167,50.52,37,56,6.4,broken clouds
564,Pundaguitan,6.3711,126.1689,83.93,70,23,12.86,few clouds
565,Khilok,51.3674,110.4676,45.1,69,100,2.82,overcast clouds
566,Mankono,8.0586,-6.1897,77.22,82,95,4.21,moderate rain
567,Amuntai,-2.4177,115.2494,74.53,93,81,1.1,broken clouds
568,Bam,29.106,58.357,90.91,8,1,14.5,clear sky
569,Longyearbyen,78.2186,15.6401,40.84,75,20,12.66,few clouds
570,Aripuana,-9.1667,-60.6333,81.77,31,51,5.35,broken clouds
571,Koslan,63.4564,48.8989,73.13,43,27,4.29,scattered clouds
572,Kamenka,51.3223,42.7678,77.27,25,99,14.88,overcast clouds
573,Banos,-1.4,-78.4167,55.11,97,100,4.16,moderate rain
574,Ubinskoye,55.3068,79.6802,58.08,58,100,5.37,overcast clouds
575,Gorontalo,0.5412,123.0595,73.65,88,76,5.61,broken clouds
576,Vardo,70.3705,31.1107,61.88,82,67,10.2,broken clouds
577,Haines Junction,60.7522,-137.5108,40.95,87,73,0.0,broken clouds
578,Xinqing,48.2333,129.5,50.27,94,4,5.61,clear sky
579,Timra,62.487,17.3257,64.67,94,100,16.11,overcast clouds
580,Port Macquarie,-31.4333,152.9167,43.9,72,46,10.25,scattered clouds
581,Awbari,26.5921,12.7805,103.75,9,0,13.0,clear sky
582,Tutin,42.9903,20.3314,63.75,93,100,6.04,overcast clouds
583,Bridlington,54.0831,-0.1919,76.89,49,89,14.92,overcast clouds
584,Digby,44.6169,-65.7655,77.95,68,71,9.01,broken clouds
585,Rehoboth,-23.3167,17.0833,70.09,9,60,19.48,broken clouds
586,Karatau,43.1667,70.4667,66.18,23,0,14.61,clear sky
587,Bauchi,10.5,10.0,82.67,60,99,2.93,light rain
588,Madhupur,24.25,86.65,78.33,90,97,12.28,overcast clouds
589,Carutapera,-1.195,-46.02,87.71,60,26,9.37,scattered clouds
590,Oudtshoorn,-33.5907,22.2014,52.16,62,95,9.08,overcast clouds
591,Uray,60.1247,64.7758,61.74,47,78,7.47,broken clouds
592,Barreirinhas,-2.7469,-42.8264,94.19,33,20,6.35,few clouds
593,Antofagasta,-23.65,-70.4,56.48,64,42,5.99,scattered clouds
594,Kaduqli,11.0167,29.7167,76.6,79,100,5.59,moderate rain
595,Vilyuysk,63.7553,121.6247,44.24,96,100,4.99,overcast clouds
596,Digoin,46.4812,3.9795,82.13,58,0,8.05,clear sky
597,Kirakira,-10.4544,161.9205,78.3,86,100,9.6,overcast clouds
598,Fare,-16.7,-151.0167,77.47,74,64,15.28,broken clouds
599,Kathmandu,27.7167,85.3167,73.62,83,75,6.91,broken clouds
600,Khasan,42.4308,130.6434,65.14,68,0,8.25,clear sky
601,Afantou,36.2935,28.1623,91.11,43,0,12.66,clear sky
602,Palmares Do Sul,-30.2578,-50.5097,58.05,54,0,12.75,clear sky
603,Kartaly,53.0522,60.6467,68.63,58,100,8.37,overcast clouds
604,San Policarpo,12.1791,125.5072,78.48,86,98,4.72,overcast clouds
605,Tura,25.5198,90.2201,76.91,88,32,3.76,scattered clouds
606,Verkhoyansk,67.5447,133.385,52.25,91,100,3.06,overcast clouds
607,Cabedelo,-6.9811,-34.8339,83.07,65,22,18.77,few clouds
608,Baft,29.234,56.6057,75.07,9,0,17.54,clear sky
609,Belmonte,-15.8631,-38.8828,78.39,56,9,13.58,clear sky
610,Madras,13.0878,80.2785,87.78,79,75,11.5,light intensity drizzle
611,Joigny,47.9829,3.401,78.82,26,0,7.18,clear sky
612,Rio Grande,-32.035,-52.0986,59.11,65,0,9.93,clear sky
613,Sovetskiy,61.3614,63.5842,61.21,45,100,4.29,overcast clouds
614,Shache,38.4167,77.2406,87.64,17,74,7.05,broken clouds
615,Lamu,-2.2717,40.902,80.82,77,9,10.45,clear sky
616,Hot Springs,34.5037,-93.0552,79.56,82,0,1.99,clear sky
617,Derazhnya,49.2692,27.4338,79.72,41,52,5.28,broken clouds
618,Martinho Campos,-19.3317,-45.2369,77.02,38,54,8.5,broken clouds
619,Erenhot,43.6475,111.9767,81.99,19,35,14.07,scattered clouds
620,Westport,41.1415,-73.3579,86.72,72,0,4.61,clear sky
621,Ketchikan,55.3422,-131.6461,61.27,88,20,6.91,few clouds
622,Jashpurnagar,22.9,84.15,69.87,99,100,9.17,overcast clouds
623,Mackay,-21.15,149.2,55.69,85,0,7.27,clear sky
624,Chermoz,58.787,56.1489,67.17,71,1,6.93,clear sky
625,Kununurra,-15.7667,128.7333,58.98,58,2,2.3,clear sky
626,Sabaudia,41.3003,13.0282,86.92,56,0,17.94,clear sky
627,Mopipi,-21.1833,24.8833,77.43,8,29,11.01,scattered clouds
628,Kualakapuas,-3.0091,114.3876,75.15,89,42,4.45,scattered clouds
629,Shestakovo,56.4915,103.96,48.13,94,100,2.21,overcast clouds
630,Key Largo,25.0865,-80.4473,89.01,53,28,14.09,scattered clouds
631,Yagoua,10.3411,15.2329,84.34,66,99,4.45,light rain
632,Yertsevo,60.7966,40.086,71.67,48,30,4.12,scattered clouds
633,Coihaique,-45.5752,-72.0662,44.55,87,100,0.0,overcast clouds
634,San Carlos,9.6612,-68.5827,77.2,91,97,5.28,overcast clouds
635,Venkatagiri,13.9667,79.5833,91.87,46,100,10.09,overcast clouds
636,Bairiki,1.3292,172.9752,77.0,88,20,1.14,few clouds
637,Isla Vista,34.4133,-119.861,78.35,71,100,6.91,overcast clouds
638,Mahajanga,-15.7167,46.3167,80.62,57,20,10.36,few clouds
639,Eirunepe,-6.6603,-69.8736,74.84,38,97,6.2,overcast clouds
640,Kshenskiy,51.8408,37.7136,77.88,30,98,18.72,light rain
641,Ucluelet,48.9329,-125.5528,61.11,92,100,3.71,overcast clouds
642,Pizarro,4.9533,-77.366,77.81,88,100,6.26,light rain
643,Glens Falls,43.3095,-73.644,81.95,65,75,3.0,broken clouds
644,North Bend,43.4065,-124.2243,62.85,88,100,4.61,overcast clouds
645,Araouane,18.9048,-3.5265,104.07,18,100,5.21,overcast clouds
646,Kodinsk,58.6881,99.1844,52.25,97,100,3.98,overcast clouds
647,Kormilovka,55.0026,74.1028,56.39,64,76,3.13,broken clouds
648,Pacifica,37.6138,-122.4869,63.64,92,20,11.5,mist
649,Inta,66.0317,60.1659,65.95,68,85,9.84,overcast clouds
650,Nyalikungu,-3.1833,33.7833,80.69,35,75,13.04,broken clouds
651,Kidal,18.4411,1.4078,97.57,29,10,15.52,clear sky
652,Reconquista,-29.15,-59.65,59.11,34,0,9.64,clear sky
653,Poltavka,54.3663,71.7632,57.02,62,50,8.14,scattered clouds
654,Lukow,51.929,22.3796,83.93,34,100,10.85,overcast clouds
655,Sakaraha,-22.9,44.5333,76.35,39,1,12.8,clear sky
656,Cuite,-6.4836,-36.1536,78.24,43,9,16.42,clear sky
657,Slonim,53.0867,25.3219,73.35,66,93,10.36,overcast clouds
658,Sokoni,-6.4333,39.55,76.24,71,0,13.29,clear sky
659,Riyadh,24.6877,46.7219,111.34,7,0,14.92,clear sky
660,Iquitos,-3.7481,-73.2472,68.04,88,100,8.05,overcast clouds
661,Obo,5.3998,26.4869,71.62,91,100,1.7,overcast clouds
662,Tomatlan,19.9333,-105.25,82.0,71,94,2.95,overcast clouds
663,Trairi,-3.2778,-39.2689,89.82,40,23,13.06,few clouds
664,Altus,34.6381,-99.334,81.52,68,0,8.05,haze
665,Sambava,-14.2667,50.1667,71.26,83,12,7.05,few clouds
666,Dapaong,10.8639,0.205,80.35,70,100,11.43,light rain
667,Rostock,54.0887,12.1405,76.01,66,100,9.1,overcast clouds
668,Annau,37.8876,58.516,92.7,12,0,4.61,clear sky
669,Ratnagiri,16.9833,73.3,78.91,86,97,7.18,overcast clouds
670,San Andres,12.5847,-81.7006,84.22,79,20,9.22,few clouds
671,Huimilpan,20.372,-100.2774,58.1,65,36,2.89,scattered clouds
672,Bichura,50.5881,107.6022,51.46,66,100,4.16,light rain
673,Faya,18.3851,42.4509,73.51,66,97,9.48,overcast clouds
674,Viransehir,37.2353,39.7631,97.52,15,0,10.4,clear sky
675,Chabahar,25.2919,60.643,82.31,84,35,11.59,scattered clouds
676,Mildura,-34.2,142.15,52.34,62,77,6.71,broken clouds
677,Sindou,10.6667,-5.1667,75.02,87,100,3.56,overcast clouds
678,Sorland,67.667,12.6934,53.46,93,100,21.68,overcast clouds
679,Mbanza-Ngungu,-5.25,14.8667,88.03,30,100,4.52,overcast clouds
680,Quesnel,52.9999,-122.5029,61.3,100,100,0.0,mist
681,Broome,42.2506,-75.833,81.7,67,0,6.91,clear sky
682,Ertil,51.8406,40.8056,78.75,27,99,15.82,overcast clouds
683,Miles City,46.4083,-105.8406,65.37,68,0,14.97,clear sky
684,Phangnga,8.4509,98.5298,82.44,89,100,3.71,overcast clouds
